date,date_simple,open,high,low,close,volume,rsi,is_alert
2025-11-07 13:55:00+05:30,2025-11-07 13:55,25810,25810,25776,25776,5700,51.82,
2025-11-07 14:00:00+05:30,2025-11-07 14:00,25776,25780.1,25750,25750,6150,48.47,
2025-11-07 14:05:00+05:30,2025-11-07 14:05,25750,25759.9,25740,25759,5850,46.49,
2025-11-07 14:10:00+05:30,2025-11-07 14:10,25759,25760.4,25749,25753.8,2850,44.48,
2025-11-07 14:15:00+05:30,2025-11-07 14:15,25753.8,25770.7,25750,25770.7,3750,51.15,
2025-11-07 14:20:00+05:30,2025-11-07 14:20,25770.7,25806.2,25770.7,25804.6,4275,58.4,
2025-11-07 14:25:00+05:30,2025-11-07 14:25,25800.3,25820,25800.2,25819.2,3525,62.43,ALERT
2025-11-07 14:30:00+05:30,2025-11-07 14:30,25819.2,25824.9,25801.7,25808.4,5625,57.83,
2025-11-07 14:35:00+05:30,2025-11-07 14:35,25808.4,25810,25801.7,25804,3750,45.64,
2025-11-07 14:40:00+05:30,2025-11-07 14:40,25804,25809.9,25799,25805,3525,45.34,
2025-11-07 14:45:00+05:30,2025-11-07 14:45,25805,25805,25790,25790,5400,39.66,ALERT
2025-11-07 14:50:00+05:30,2025-11-07 14:50,25790,25790,25777,25784.4,1650,39.05,
2025-11-07 14:55:00+05:30,2025-11-07 14:55,25784.4,25792,25771.4,25781.1,2850,39.31,
2025-11-07 15:00:00+05:30,2025-11-07 15:00,25781.1,25781.2,25755,25762.1,4800,37.95,
2025-11-07 15:05:00+05:30,2025-11-07 15:05,25762.1,25773.9,25758.5,25770.3,4200,48.35,
2025-11-07 15:10:00+05:30,2025-11-07 15:10,25770.3,25770.3,25760.7,25768,4200,56.03,
2025-11-07 15:15:00+05:30,2025-11-07 15:15,25767,25800,25767,25781.9,7275,57.43,
2025-11-07 15:20:00+05:30,2025-11-07 15:20,25781.9,25793.5,25778.9,25780,3150,58.69,
2025-11-07 15:25:00+05:30,2025-11-07 15:25,25779.7,25800,25775.3,25800,10500,59.52,
2025-11-10 09:15:00+05:30,2025-11-10 09:15,25806.3,25878.2,25806.3,25840.1,16950,61.09,ALERT
2025-11-10 09:20:00+05:30,2025-11-10 09:20,25840.1,25855.4,25810.1,25815.3,8025,48.85,
2025-11-10 09:25:00+05:30,2025-11-10 09:25,25815.3,25829,25810.2,25825.4,6450,55.01,
2025-11-10 09:30:00+05:30,2025-11-10 09:30,25825.4,25850,25823.3,25840,5925,60.01,ALERT
2025-11-10 09:35:00+05:30,2025-11-10 09:35,25840,25860,25840,25855,4650,62.9,
2025-11-10 09:40:00+05:30,2025-11-10 09:40,25855,25858.5,25820,25826.4,7350,58.78,
2025-11-10 09:45:00+05:30,2025-11-10 09:45,25826.4,25857,25821,25852.7,4575,64.97,ALERT
2025-11-10 09:50:00+05:30,2025-11-10 09:50,25852.7,25869,25850.9,25869,7725,68.23,
2025-11-10 09:55:00+05:30,2025-11-10 09:55,25869,25870,25850,25854.2,4275,69.44,
2025-11-10 10:00:00+05:30,2025-11-10 10:00,25850.4,25853.8,25830.1,25841.9,4125,64.85,
2025-11-10 10:05:00+05:30,2025-11-10 10:05,25841.9,25850,25831.1,25849.5,4575,66.54,
2025-11-10 10:10:00+05:30,2025-11-10 10:10,25849.5,25860.1,25843,25860.1,1950,66.09,
2025-11-10 10:15:00+05:30,2025-11-10 10:15,25860.1,25880.9,25860,25880.9,7125,69.26,
2025-11-10 10:20:00+05:30,2025-11-10 10:20,25880.9,25891,25879,25890,6600,67.93,
2025-11-10 10:25:00+05:30,2025-11-10 10:25,25890,25895,25884.9,25885.4,5700,60.51,
2025-11-10 10:30:00+05:30,2025-11-10 10:30,25885.4,25900,25881.6,25898.7,6675,70.44,
2025-11-10 10:35:00+05:30,2025-11-10 10:35,25898.7,25898.7,25879.2,25880.1,6750,62.87,
2025-11-10 10:40:00+05:30,2025-11-10 10:40,25880.1,25886.7,25880,25885,1500,61.09,
2025-11-10 10:45:00+05:30,2025-11-10 10:45,25885,25885,25880,25884.1,4350,57.71,
2025-11-10 10:50:00+05:30,2025-11-10 10:50,25884.1,25885,25870.7,25885,2175,68.2,ALERT
2025-11-10 10:55:00+05:30,2025-11-10 10:55,25885,25896.7,25885,25896.7,1950,65.03,
2025-11-10 11:00:00+05:30,2025-11-10 11:00,25896.7,25905,25886.9,25902,6825,62.19,
2025-11-10 11:05:00+05:30,2025-11-10 11:05,25902,25909.9,25900,25902,4350,69.82,
2025-11-10 11:10:00+05:30,2025-11-10 11:10,25902,25910,25901,25910,2400,79.28,
2025-11-10 11:15:00+05:30,2025-11-10 11:15,25910,25918.7,25907.2,25917.8,3675,79.31,
2025-11-10 11:20:00+05:30,2025-11-10 11:20,25917.8,25925,25908.5,25923,2775,78.31,
2025-11-10 11:25:00+05:30,2025-11-10 11:25,25923,25927,25920,25920.8,3375,71.57,
2025-11-10 11:30:00+05:30,2025-11-10 11:30,25920.8,25923.9,25911.7,25915,2025,64.01,
2025-11-10 11:35:00+05:30,2025-11-10 11:35,25911,25915.9,25910,25910,1950,63.73,
2025-11-10 11:40:00+05:30,2025-11-10 11:40,25910,25914,25909,25909,2400,56.66,
2025-11-10 11:45:00+05:30,2025-11-10 11:45,25909,25915,25903.8,25906.1,1425,71.1,ALERT
2025-11-10 11:50:00+05:30,2025-11-10 11:50,25906.1,25914.8,25902,25912.6,2025,71.84,
2025-11-10 11:55:00+05:30,2025-11-10 11:55,25912.6,25912.6,25892.4,25892.4,1950,55.03,
2025-11-10 12:00:00+05:30,2025-11-10 12:00,25892.4,25903.5,25891.1,25891.1,2325,53.68,
2025-11-10 12:05:00+05:30,2025-11-10 12:05,25891.1,25899,25891.1,25895,525,48.87,
2025-11-10 12:10:00+05:30,2025-11-10 12:10,25895,25909.9,25895,25895,2625,44.99,
2025-11-10 12:15:00+05:30,2025-11-10 12:15,25895,25909.4,25895,25902.5,1800,50.32,
2025-11-10 12:20:00+05:30,2025-11-10 12:20,25902.5,25914.4,25898,25905.5,2400,46.89,
2025-11-10 12:25:00+05:30,2025-11-10 12:25,25905.5,25915,25905.5,25905.9,2175,40.83,
2025-11-10 12:30:00+05:30,2025-11-10 12:30,25905.9,25913,25905.4,25913,525,42.51,
2025-11-10 12:35:00+05:30,2025-11-10 12:35,25913,25913,25906.7,25913,1500,43.96,
2025-11-10 12:40:00+05:30,2025-11-10 12:40,25913,25925,25912.7,25925,2400,57.06,
2025-11-10 12:45:00+05:30,2025-11-10 12:45,25925,25925,25914.3,25918,375,55.49,
2025-11-10 12:50:00+05:30,2025-11-10 12:50,25918,25923.2,25914.1,25916,1200,54.74,
2025-11-10 12:55:00+05:30,2025-11-10 12:55,25916,25922,25912.3,25912.3,1350,54.16,
2025-11-10 13:00:00+05:30,2025-11-10 13:00,25912.3,25923.4,25911,25911,900,48.85,
2025-11-10 13:05:00+05:30,2025-11-10 13:05,25911,25916.1,25901.4,25905,675,61.41,ALERT
2025-11-10 13:10:00+05:30,2025-11-10 13:10,25905,25910.9,25902.8,25904,2025,61.75,
2025-11-10 13:15:00+05:30,2025-11-10 13:15,25904,25905,25898.9,25900.3,1275,54.84,
2025-11-10 13:20:00+05:30,2025-11-10 13:20,25900.3,25907.9,25895.5,25905,1200,58.42,
2025-11-10 13:25:00+05:30,2025-11-10 13:25,25905,25918.4,25905,25910.2,1275,56.74,
2025-11-10 13:30:00+05:30,2025-11-10 13:30,25910.2,25913.1,25909.2,25909.2,1050,53.36,
2025-11-10 13:35:00+05:30,2025-11-10 13:35,25909.2,25912.6,25906,25912.6,1125,55.77,
2025-11-10 13:40:00+05:30,2025-11-10 13:40,25912.6,25912.6,25880,25880,2700,30.26,ALERT
2025-11-10 13:45:00+05:30,2025-11-10 13:45,25880,25898.4,25870,25895,9600,40.87,
2025-11-10 13:50:00+05:30,2025-11-10 13:50,25895,25895,25884,25890,1125,30.9,ALERT
2025-11-10 13:55:00+05:30,2025-11-10 13:55,25890,25890,25877.7,25878.3,1875,29.39,
2025-11-10 14:00:00+05:30,2025-11-10 14:00,25878.3,25898.8,25874.3,25890.3,5475,37.91,
2025-11-10 14:05:00+05:30,2025-11-10 14:05,25890.3,25900,25890,25890,975,39.16,
2025-11-10 14:10:00+05:30,2025-11-10 14:10,25890,25897,25890,25896.3,900,43.19,
2025-11-10 14:15:00+05:30,2025-11-10 14:15,25896.3,25908.1,25895.1,25901.1,2175,48.17,
2025-11-10 14:20:00+05:30,2025-11-10 14:20,25901.1,25919.8,25901.1,25915,2475,54.6,
2025-11-10 14:25:00+05:30,2025-11-10 14:25,25915,25919.8,25912,25914.1,1275,55.91,
2025-11-10 14:30:00+05:30,2025-11-10 14:30,25914.1,25919,25911,25911,2025,52.6,
2025-11-10 14:35:00+05:30,2025-11-10 14:35,25911,25915,25910,25910,825,49.91,
2025-11-10 14:40:00+05:30,2025-11-10 14:40,25910,25912.4,25895,25895.2,1425,44.39,
2025-11-10 14:45:00+05:30,2025-11-10 14:45,25895.2,25901.8,25893.4,25893.4,1350,42.21,
2025-11-10 14:50:00+05:30,2025-11-10 14:50,25893.4,25900,25890,25897,2025,59.02,
2025-11-10 14:55:00+05:30,2025-11-10 14:55,25897,25900,25894.1,25894.1,1275,49.45,
2025-11-10 15:00:00+05:30,2025-11-10 15:00,25894.1,25894.1,25881.9,25890.4,2475,50.25,
2025-11-10 15:05:00+05:30,2025-11-10 15:05,25890.4,25891.8,25885,25886.1,1350,55.31,
2025-11-10 15:10:00+05:30,2025-11-10 15:10,25886.1,25886.1,25874,25874,6375,38.91,ALERT
2025-11-10 15:15:00+05:30,2025-11-10 15:15,25874,25884.7,25872.1,25880,3375,43.69,
2025-11-10 15:20:00+05:30,2025-11-10 15:20,25880,25884.9,25877,25882.8,3150,41.08,
2025-11-10 15:25:00+05:30,2025-11-10 15:25,25882.8,25887.8,25880,25885,9375,38.99,ALERT
2025-11-11 09:15:00+05:30,2025-11-11 09:15,25870,25927.9,25835.1,25840.8,13800,14.12,
2025-11-11 09:20:00+05:30,2025-11-11 09:20,25835.9,25839.3,25804,25826.3,15750,12.48,
2025-11-11 09:25:00+05:30,2025-11-11 09:25,25826.3,25826.3,25807.8,25817.5,10650,11.9,
2025-11-11 09:30:00+05:30,2025-11-11 09:30,25817.5,25821.1,25790.5,25800,15150,10.49,
2025-11-11 09:35:00+05:30,2025-11-11 09:35,25800,25810,25781.3,25810,13950,18.3,
2025-11-11 09:40:00+05:30,2025-11-11 09:40,25812.4,25829.4,25802.7,25828.2,7425,28.38,
2025-11-11 09:45:00+05:30,2025-11-11 09:45,25828.2,25831.2,25800,25800,6600,22.35,
2025-11-11 09:50:00+05:30,2025-11-11 09:50,25801.7,25802.4,25784,25793,8775,21.84,
2025-11-11 09:55:00+05:30,2025-11-11 09:55,25793.1,25816,25793.1,25812,12600,29.88,
2025-11-11 10:00:00+05:30,2025-11-11 10:00,25812,25819.9,25801.1,25815.5,7875,31.8,
2025-11-11 10:05:00+05:30,2025-11-11 10:05,25815.5,25838,25801,25827.2,10050,37.91,
2025-11-11 10:10:00+05:30,2025-11-11 10:10,25827.2,25831.4,25800,25800,3750,31.38,
2025-11-11 10:15:00+05:30,2025-11-11 10:15,25800,25806.3,25795,25804.4,1875,31.89,
2025-11-11 10:20:00+05:30,2025-11-11 10:20,25804.4,25807,25785,25785,3075,28.6,
2025-11-11 10:25:00+05:30,2025-11-11 10:25,25785,25799.6,25785,25790,4200,36.93,
2025-11-11 10:30:00+05:30,2025-11-11 10:30,25790,25790,25760.2,25765,11625,35.04,
2025-11-11 10:35:00+05:30,2025-11-11 10:35,25765,25765,25743.7,25751.9,27225,34.32,
2025-11-11 10:40:00+05:30,2025-11-11 10:40,25751.9,25760.5,25744.3,25753,16575,37.81,
2025-11-11 10:45:00+05:30,2025-11-11 10:45,25753,25759.5,25746.9,25752,6825,34.22,
2025-11-11 10:50:00+05:30,2025-11-11 10:50,25752,25771.7,25750,25765,9900,32.31,
2025-11-11 10:55:00+05:30,2025-11-11 10:55,25765,25784.9,25765,25784.9,5775,45.57,
2025-11-11 11:00:00+05:30,2025-11-11 11:00,25784.9,25788,25775,25780,3300,46.14,
2025-11-11 11:05:00+05:30,2025-11-11 11:05,25780,25782.8,25768.9,25780.6,4875,39.52,ALERT
2025-11-11 11:10:00+05:30,2025-11-11 11:10,25780.6,25785.1,25771.1,25777.6,1800,37.31,
2025-11-11 11:15:00+05:30,2025-11-11 11:15,25777.6,25777.6,25764.9,25764.9,2400,29.27,
2025-11-11 11:20:00+05:30,2025-11-11 11:20,25764.4,25773.8,25761,25761.6,4875,34.81,
2025-11-11 11:25:00+05:30,2025-11-11 11:25,25761.6,25770,25761.6,25770,3375,36.81,
2025-11-11 11:30:00+05:30,2025-11-11 11:30,25770,25774.6,25762.9,25765.4,3450,41.52,
2025-11-11 11:35:00+05:30,2025-11-11 11:35,25765.4,25783.8,25760.9,25778.5,5775,45.35,
2025-11-11 11:40:00+05:30,2025-11-11 11:40,25778.5,25795,25778.5,25791,1500,61.69,ALERT
2025-11-11 11:45:00+05:30,2025-11-11 11:45,25791,25804.9,25790,25804.9,5025,73.66,
2025-11-11 11:50:00+05:30,2025-11-11 11:50,25804.9,25830,25790.2,25830,11850,78.31,
2025-11-11 11:55:00+05:30,2025-11-11 11:55,25830,25840,25817.3,25818.6,7725,72.75,
2025-11-11 12:00:00+05:30,2025-11-11 12:00,25818.6,25837,25818.6,25834.6,6750,73.29,
2025-11-11 12:05:00+05:30,2025-11-11 12:05,25834.6,25852.9,25829.9,25830.1,11475,66.87,
2025-11-11 12:10:00+05:30,2025-11-11 12:10,25830.1,25838.2,25824.7,25830,1950,69.35,
2025-11-11 12:15:00+05:30,2025-11-11 12:15,25830,25849.9,25830,25841,5175,71.63,
2025-11-11 12:20:00+05:30,2025-11-11 12:20,25841,25857.1,25841,25852,4125,75.2,
2025-11-11 12:25:00+05:30,2025-11-11 12:25,25852,25869.9,25845.2,25868,6825,84.16,
2025-11-11 12:30:00+05:30,2025-11-11 12:30,25868,25884.2,25863.9,25876.2,7050,86.78,
2025-11-11 12:35:00+05:30,2025-11-11 12:35,25876.2,25880,25856.2,25857.4,4500,76.29,
2025-11-11 12:40:00+05:30,2025-11-11 12:40,25857.4,25865,25850,25863.3,3825,79.22,
2025-11-11 12:45:00+05:30,2025-11-11 12:45,25863.3,25870,25853.3,25870,3825,78.4,
2025-11-11 12:50:00+05:30,2025-11-11 12:50,25870,25879,25862.7,25862.7,1200,73.0,
2025-11-11 12:55:00+05:30,2025-11-11 12:55,25862.7,25865,25847.2,25855,1425,66.73,
2025-11-11 13:00:00+05:30,2025-11-11 13:00,25855,25863.6,25854,25863.6,1050,62.61,
2025-11-11 13:05:00+05:30,2025-11-11 13:05,25863.6,25870.6,25860,25860,1650,66.51,
2025-11-11 13:10:00+05:30,2025-11-11 13:10,25860,25880,25860,25880,900,67.54,
2025-11-11 13:15:00+05:30,2025-11-11 13:15,25884,25908.5,25884,25906,9450,75.15,
2025-11-11 13:20:00+05:30,2025-11-11 13:20,25906,25910,25898.9,25903.6,3975,74.02,
2025-11-11 13:25:00+05:30,2025-11-11 13:25,25903.6,25910,25898.4,25900.7,3525,70.57,
2025-11-11 13:30:00+05:30,2025-11-11 13:30,25900.7,25916,25898,25916,2925,71.42,
2025-11-11 13:35:00+05:30,2025-11-11 13:35,25916,25932,25912.4,25928.5,18300,70.73,
2025-11-11 13:40:00+05:30,2025-11-11 13:40,25928.5,25935,25915.4,25918.3,5400,64.23,
2025-11-11 13:45:00+05:30,2025-11-11 13:45,25918.3,25962,25918.3,25962,10350,80.27,
2025-11-11 13:50:00+05:30,2025-11-11 13:50,25960,25969,25953.6,25968,8850,80.28,
2025-11-11 13:55:00+05:30,2025-11-11 13:55,25968,25969,25930,25943.3,8775,69.2,
2025-11-11 14:00:00+05:30,2025-11-11 14:00,25943.3,25945.3,25923.1,25939,4800,70.3,
2025-11-11 14:05:00+05:30,2025-11-11 14:05,25939,25965.4,25939,25959,4425,75.97,
2025-11-11 14:10:00+05:30,2025-11-11 14:10,25959,25962.7,25945,25945,2550,69.8,
2025-11-11 14:15:00+05:30,2025-11-11 14:15,25949.7,25974,25948.9,25970,6075,74.23,
2025-11-11 14:20:00+05:30,2025-11-11 14:20,25970,25980,25965.3,25979.9,6450,73.03,
2025-11-11 14:25:00+05:30,2025-11-11 14:25,25979.9,25988.8,25973,25984.9,6825,70.14,
2025-11-11 14:30:00+05:30,2025-11-11 14:30,25984.9,25990,25979.9,25990,8850,71.75,
2025-11-11 14:35:00+05:30,2025-11-11 14:35,25990,25990,25960,25960,6075,63.14,
2025-11-11 14:40:00+05:30,2025-11-11 14:40,25960,25976.2,25958,25970,3825,62.25,
2025-11-11 14:45:00+05:30,2025-11-11 14:45,25970,25974,25965,25965,2550,58.57,
2025-11-11 14:50:00+05:30,2025-11-11 14:50,25965,25989.5,25965,25975,3525,63.33,ALERT
2025-11-11 14:55:00+05:30,2025-11-11 14:55,25975,25978.3,25966.8,25978.3,2175,54.73,
2025-11-11 15:00:00+05:30,2025-11-11 15:00,25975,25990,25975,25990,3450,56.18,
2025-11-11 15:05:00+05:30,2025-11-11 15:05,25990,25990,25966.3,25975.4,6075,59.56,
2025-11-11 15:10:00+05:30,2025-11-11 15:10,25975.4,25975.4,25966.6,25975,4575,60.98,ALERT
2025-11-11 15:15:00+05:30,2025-11-11 15:15,25975,25988.1,25974.9,25985,5400,58.44,
2025-11-11 15:20:00+05:30,2025-11-11 15:20,25985,25998,25982.4,25998,11250,67.32,ALERT
2025-11-11 15:25:00+05:30,2025-11-11 15:25,25998,26015,25996.5,26015,26400,65.52,
2025-11-12 09:15:00+05:30,2025-11-12 09:15,26110,26137.7,26101.3,26104.5,47250,77.74,
2025-11-12 09:20:00+05:30,2025-11-12 09:20,26101.2,26145,26100,26141.5,47700,80.51,
2025-11-12 09:25:00+05:30,2025-11-12 09:25,26141.5,26141.5,26087.2,26090.1,21825,66.52,
2025-11-12 09:30:00+05:30,2025-11-12 09:30,26090.1,26101.5,26083.3,26085.8,37200,72.69,
2025-11-12 09:35:00+05:30,2025-11-12 09:35,26085.8,26099.5,26080,26082.1,21525,70.69,
2025-11-12 09:40:00+05:30,2025-11-12 09:40,26082.1,26120,26081.2,26112,14775,74.85,
2025-11-12 09:45:00+05:30,2025-11-12 09:45,26112,26125.8,26111.8,26121,13950,74.76,
2025-11-12 09:50:00+05:30,2025-11-12 09:50,26121,26130,26113.2,26123,14775,74.65,
2025-11-12 09:55:00+05:30,2025-11-12 09:55,26121.8,26125.5,26111.5,26120,5625,72.82,
2025-11-12 10:00:00+05:30,2025-11-12 10:00,26120,26130,26102.7,26112,6450,74.55,
2025-11-12 10:05:00+05:30,2025-11-12 10:05,26112,26125,26108.6,26108.6,2850,73.76,
2025-11-12 10:10:00+05:30,2025-11-12 10:10,26113.6,26121,26110.3,26119.1,7800,73.8,
2025-11-12 10:15:00+05:30,2025-11-12 10:15,26119.1,26129.4,26104.7,26110,13275,70.16,
2025-11-12 10:20:00+05:30,2025-11-12 10:20,26110,26117.3,26102.8,26109.5,6750,68.08,
2025-11-12 10:25:00+05:30,2025-11-12 10:25,26109.5,26118,26103.2,26118,3225,53.74,
2025-11-12 10:30:00+05:30,2025-11-12 10:30,26118,26137.3,26110.8,26135.1,7200,48.0,
2025-11-12 10:35:00+05:30,2025-11-12 10:35,26135.1,26145,26123,26140.7,7350,72.08,ALERT
2025-11-12 10:40:00+05:30,2025-11-12 10:40,26140.7,26155.4,26140.7,26150,15600,76.84,
2025-11-12 10:45:00+05:30,2025-11-12 10:45,26150,26154.2,26145,26154.2,11025,80.02,
2025-11-12 10:50:00+05:30,2025-11-12 10:50,26154.2,26154.2,26140,26148.3,14325,68.89,
2025-11-12 10:55:00+05:30,2025-11-12 10:55,26148.3,26151.4,26137.4,26137.4,3375,58.37,
2025-11-12 11:00:00+05:30,2025-11-12 11:00,26137.4,26149.8,26136.4,26141,6825,59.04,
2025-11-12 11:05:00+05:30,2025-11-12 11:05,26141,26155,26140.1,26154.3,8400,65.61,ALERT
2025-11-12 11:10:00+05:30,2025-11-12 11:10,26154.3,26154.3,26145.7,26153,2925,69.86,
2025-11-12 11:15:00+05:30,2025-11-12 11:15,26153,26153.7,26144.7,26145.8,4125,67.38,
2025-11-12 11:20:00+05:30,2025-11-12 11:20,26145.8,26155.9,26143.3,26150.8,4950,65.62,
2025-11-12 11:25:00+05:30,2025-11-12 11:25,26150.8,26155,26142.4,26155,2850,73.29,
2025-11-12 11:30:00+05:30,2025-11-12 11:30,26155,26167.8,26146.8,26167.4,11100,76.68,
2025-11-12 11:35:00+05:30,2025-11-12 11:35,26167.4,26171,26153,26153,13275,65.3,
2025-11-12 11:40:00+05:30,2025-11-12 11:40,26153,26161.2,26151.1,26154.7,6075,59.9,
2025-11-12 11:45:00+05:30,2025-11-12 11:45,26154.7,26164.3,26154.7,26159.3,6225,59.49,
2025-11-12 11:50:00+05:30,2025-11-12 11:50,26159.3,26160.7,26152.7,26160,2700,55.59,
2025-11-12 11:55:00+05:30,2025-11-12 11:55,26160,26171.3,26154.2,26155.7,4950,50.84,
2025-11-12 12:00:00+05:30,2025-11-12 12:00,26155.7,26158,26150,26157.4,3450,55.33,
2025-11-12 12:05:00+05:30,2025-11-12 12:05,26161.9,26167.4,26154.9,26167.4,3975,67.77,ALERT
2025-11-12 12:10:00+05:30,2025-11-12 12:10,26167.4,26167.4,26151,26158,2100,59.42,
2025-11-12 12:15:00+05:30,2025-11-12 12:15,26158,26158,26150.1,26155,2550,50.44,
2025-11-12 12:20:00+05:30,2025-11-12 12:20,26155,26164,26153.7,26164,2550,56.28,
2025-11-12 12:25:00+05:30,2025-11-12 12:25,26164,26173.9,26164,26168.1,4950,63.2,ALERT
2025-11-12 12:30:00+05:30,2025-11-12 12:30,26168.1,26179,26167.9,26178,7200,65.21,
